STATE,CONSTITUENCY,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,TOTAL VOTES,TOTAL ELECTORS,ASSETS,LIABILITIES
Kerala,THRISSUR,0,8,Ears of Corn And Sickle,1,0,64.0,1,2,321456,1337110,2884096,2150000
Kerala,THRISSUR,0,1,Lotus,1,1,60.0,1,2,293822,1337110,101534170,6124303
Madhya Pradesh,TIKAMGARH,1,1,Lotus,1,0,65.0,2,3,672248,1647399,21503766,1974216
Madhya Pradesh,TIKAMGARH,0,3,Hand,2,0,47.0,2,2,324189,1647399,36507983,2500000
Madhya Pradesh,TIKAMGARH,0,12,Bicycle,1,0,56.0,2,4,42585,1647399,8361117,8127000
Tamil Nadu,TIRUCHIRAPPALLI,1,3,Hand,1,0,69.0,1,2,621285,1508963,32182184,40208
Tamil Nadu,TIRUCHIRAPPALLI,0,59,Nagara,1,0,70.0,1,8,161999,1508963,27390154,0
Tamil Nadu,TIRUCHIRAPPALLI,0,18,Gift Pack,2,0,60.0,1,2,100818,1508963,923876327,91182000
Tamil Nadu,TIRUCHIRAPPALLI,0,27,Ganna Kisan,1,1,33.0,1,2,65286,1508963,606116,403605
Tamil Nadu,TIRUCHIRAPPALLI,0,28,Battery Torch,1,0,53.0,1,4,42134,1508963,10145000,567000
Tamil Nadu,TIRUNELVELI,1,25,Rising Sun,1,4,54.0,1,6,522993,1547800,232759237,46149049
Tamil Nadu,TIRUNELVELI,0,29,Two Leaves,1,0,47.0,1,2,337273,1547800,103479811,28531015
Tamil Nadu,TIRUNELVELI,0,18,Gift Pack,1,0,55.0,1,1,62235,1547800,27226236,6091883
Tamil Nadu,TIRUNELVELI,0,27,Ganna Kisan,2,0,41.0,1,4,49935,1547800,4816687,279000
Tamil Nadu,TIRUNELVELI,0,28,Battery Torch,1,0,53.0,1,2,23120,1547800,101817799,0
Andhra Pradesh,TIRUPATI,1,13,Ceiling Fan,1,0,63.0,2,8,722877,1650453,17426921,0
Andhra Pradesh,TIRUPATI,0,14,Bicycle,2,0,60.0,2,3,494501,1650453,94021818,0
Andhra Pradesh,TIRUPATI,0,3,Hand,1,0,64.0,2,8,24039,1650453,22808300,2007093
Andhra Pradesh,TIRUPATI,0,4,Elephant,1,0,52.0,2,8,20971,1650453,6045000,5279699
Andhra Pradesh,TIRUPATI,0,1,Lotus,1,0,44.0,2,4,16125,1650453,1702000,0
Tamil Nadu,TIRUPPUR,1,8,Ears of Corn And Sickle,1,0,71.0,1,6,508725,1530014,8035576,500000
Tamil Nadu,TIRUPPUR,0,29,Two Leaves,1,0,56.0,1,6,415357,1530014,93884772,10278297
Tamil Nadu,TIRUPPUR,0,28,Battery Torch,1,0,46.0,1,6,64657,1530014,51756996,41924988
Tamil Nadu,TIRUPPUR,0,18,Gift Pack,1,0,65.0,1,7,43816,1530014,61558069,15537415
Tamil Nadu,TIRUPPUR,0,27,Ganna Kisan,1,0,50.0,1,6,42189,1530014,12862368,0
Tamil Nadu,TIRUVANNAMALAI,1,25,Rising Sun,1,0,45.0,1,4,666272,1473862,134897466,32243604
Tamil Nadu,TIRUVANNAMALAI,0,29,Two Leaves,1,1,59.0,1,8,362085,1473862,70403250,9887013
Tamil Nadu,TIRUVANNAMALAI,0,18,Gift Pack,1,0,47.0,1,6,38639,1473862,510162944,172296311
Tamil Nadu,TIRUVANNAMALAI,0,27,Ganna Kisan,1,0,41.0,1,2,27503,1473862,10060000,850000
Tamil Nadu,TIRUVANNAMALAI,0,28,Battery Torch,1,0,44.0,1,5,14654,1473862,2128322,505039
Rajasthan,TONK-SAWAI MADHOPUR,1,1,Lotus,1,0,61.0,1,1,644319,1945992,1233802420,0
Rajasthan,TONK-SAWAI MADHOPUR,0,3,Hand,1,0,75.0,3,2,533028,1945992,46640598,0
Rajasthan,TONK-SAWAI MADHOPUR,0,4,Elephant,1,0,30.0,2,4,23301,1945992,163853,0
Tripura,TRIPURA EAST,1,1,Lotus,1,0,43.0,3,2,482126,1261861,1948315,0
Tripura,TRIPURA EAST,0,3,Hand,2,0,50.0,3,2,277836,1261861,69244661,576370
Tripura,TRIPURA EAST,0,8,"Hammer, Sickle and Star",1,1,60.0,3,6,200963,1261861,22751748,1120000
Tripura,TRIPURA EAST,0,128,Dao,1,0,76.0,3,4,45304,1261861,12289807,0
Tripura,TRIPURA WEST,1,1,Lotus,2,0,50.0,1,4,573532,1352857,642398,0
Tripura,TRIPURA WEST,0,3,Hand,1,1,58.0,1,8,267843,1352857,5678249,0
Tripura,TRIPURA WEST,0,8,"Hammer, Sickle and Star",1,0,62.0,1,2,171826,1352857,27948486,0
Tripura,TRIPURA WEST,0,128,Dao,1,0,42.0,3,4,44225,1352857,3460085,0
Karnataka,TUMKUR,1,1,Lotus,1,0,78.0,1,8,596127,1608545,510779150,113844867
Karnataka,TUMKUR,0,34,A lady farmer carrying paddy on her head,1,0,86.0,1,5,582788,1608545,60084453,9798283
Karnataka,TUMKUR,0,8,Ears of Corn And Sickle,1,0,74.0,1,5,17227,1608545,985119,0
Meghalaya,TURA,1,35,Book,2,0,38.0,3,2,304455,716990,29406813,0
Meghalaya,TURA,0,3,Hand,1,0,53.0,3,8,240425,716990,136735735,3408159
Meghalaya,TURA,0,1,Lotus,1,0,55.0,3,5,31707,716990,1025030,0
Rajasthan,UDAIPUR,1,1,Lotus,1,0,54.0,3,2,871548,2069559,48196946,15602872
Rajasthan,UDAIPUR,0,3,Hand,1,0,59.0,3,8,433634,2069559,32075616,4127647
Rajasthan,UDAIPUR,0,47,Auto- Rickshaw,1,0,65.0,3,2,51643,2069559,10682700,0
Rajasthan,UDAIPUR,0,8,Ears of Corn And Sickle,1,0,51.0,3,4,18386,2069559,330700,0
Rajasthan,UDAIPUR,0,4,Elephant,1,0,53.0,3,6,16318,2069559,1112508,85000
Jammu & Kashmir,UDHAMPUR,1,1,Lotus,1,0,62.0,1,2,724311,1685816,70827203,0
Jammu & Kashmir,UDHAMPUR,0,3,Hand,1,0,54.0,1,5,367059,1685816,360230337,4800765
Jammu & Kashmir,UDHAMPUR,0,129,Bicycle,1,3,59.0,1,2,24319,1685816,11936017,2500000
Jammu & Kashmir,UDHAMPUR,0,130,Tractor Chalata Kisan,1,0,60.0,1,4,19049,1685816,20355810,1950000
Jammu & Kashmir,UDHAMPUR,0,4,Elephant,1,0,62.0,2,8,16601,1685816,29125108,0
Karnataka,UDUPI CHIKMAGALUR,1,1,Lotus,2,3,52.0,1,2,718916,1513806,104872668,49936840
Karnataka,UDUPI CHIKMAGALUR,0,34,A lady farmer carrying paddy on her head,1,1,50.0,1,1,369317,1513806,990739778,21813972
Karnataka,UDUPI CHIKMAGALUR,0,4,Elephant,1,1,43.0,2,8,15947,1513806,4994000,0
Bihar,UJIARPUR,1,1,Lotus,1,3,53.0,1,4,543906,1612300,187007570,357561
Bihar,UJIARPUR,0,80,Ceiling Fan,1,5,56.0,1,2,266628,1612300,24441520,1358960
Bihar,UJIARPUR,0,8,"Hammer, Sickle and Star",1,3,49.0,1,2,27577,1612300,9481398,50000
Bihar,UJIARPUR,0,18,Helicopter,2,2,31.0,1,1,23590,1612300,2561450,350000
Bihar,UJIARPUR,0,18,BUCKET,1,0,51.0,1,6,16359,1612300,121000,0
Bihar,UJIARPUR,0,18,Cup & Saucer,1,1,42.0,1,6,13934,1612300,2938263,513600
Bihar,UJIARPUR,0,77,Truck,1,0,64.0,1,3,10051,1612300,4315459,1127000
Bihar,UJIARPUR,0,4,Elephant,1,0,41.0,1,2,9699,1612300,7696000,980000
Madhya Pradesh,UJJAIN,1,1,Lotus,1,0,47.0,2,1,791663,1661229,26417937,3203766
Madhya Pradesh,UJJAIN,0,3,Hand,1,1,56.0,2,11,426026,1661229,2181243,1785483
West Bengal,ULUBERIA,1,10,Flowers and Grass,2,0,57.0,1,4,694945,1614988,28351569,5322615
West Bengal,ULUBERIA,0,1,Lotus,1,2,56.0,1,4,479586,1614988,246933,0
West Bengal,ULUBERIA,0,8,"Hammer, Sickle and Star",2,0,58.0,1,3,81314,1614988,12578736,2876353
West Bengal,ULUBERIA,0,3,Hand,2,0,40.0,1,2,27568,1614988,5400000,0
Uttar Pradesh,UNNAO,1,1,Lotus,1,4,63.0,1,3,703507,2191465,40886941,699025
Uttar Pradesh,UNNAO,0,12,Bicycle,1,2,61.0,1,6,302551,2191465,458367272,2074764
Uttar Pradesh,UNNAO,0,3,Hand,2,1,61.0,1,4,185634,2191465,816046184,96675048
Karnataka,UTTARA KANNADA,1,1,Lotus,1,4,51.0,1,1,786042,1556599,84755455,41016655
Karnataka,UTTARA KANNADA,0,34,A lady farmer carrying paddy on her head,1,1,39.0,1,2,306393,1556599,721916901,23800806
Kerala,VADAKARA,1,3,Hand,1,3,62.0,1,4,526755,1288926,114379340,0
Kerala,VADAKARA,0,8,"Hammer, Sickle and Star",1,10,66.0,1,6,442092,1288926,9072440,620213
Kerala,VADAKARA,0,1,Lotus,1,2,43.0,1,8,80128,1288926,3530403,1754758
Gujarat,VADODARA,1,1,Lotus,2,0,56.0,1,1,883719,1794896,29426428,0
Gujarat,VADODARA,0,3,Hand,1,1,44.0,1,4,294542,1794896,31042006,10938685
Bihar,VAISHALI,1,73,Bungalow,2,2,48.0,1,6,568215,1735983,337284632,112089220
Bihar,VAISHALI,0,30,Hurricane Lamp,1,2,72.0,1,3,333631,1735983,7857367,984703
Bihar,VAISHALI,0,18,Apple,2,0,26.0,1,7,27497,1735983,5396670,680000
Bihar,VAISHALI,0,18,Bead Necklace,1,0,36.0,1,4,21857,1735983,1595000,0
Bihar,VAISHALI,0,18,Cot,2,0,37.0,1,12,16738,1735983,0,0
Bihar,VAISHALI,0,4,Elephant,1,4,46.0,1,1,14351,1735983,7073515,104766
Bihar,VAISHALI,0,18,Camera,1,1,46.0,1,8,11981,1735983,25076000,200000
Bihar,VALMIKI NAGAR,1,46,Arrow,1,4,62.0,1,6,602660,1665502,17934888,2915945
Bihar,VALMIKI NAGAR,0,3,Hand,1,0,32.0,1,4,248044,1665502,21470456,1728000
Bihar,VALMIKI NAGAR,0,4,Elephant,1,1,42.0,1,8,62963,1665502,569431975,2409792
Bihar,VALMIKI NAGAR,0,18,Air Conditioner,1,0,54.0,1,5,14870,1665502,4645464,0
Bihar,VALMIKI NAGAR,0,108,Helicopter,1,0,35.0,1,7,12811,1665502,15516300,765000
Bihar,VALMIKI NAGAR,0,19,Cauliflower,2,2,38.0,1,2,11933,1665502,41780000,100000
Gujarat,VALSAD,1,1,Lotus,1,0,69.0,3,8,771980,1671030,68239480,0
Gujarat,VALSAD,0,3,Hand,1,1,54.0,3,7,418183,1671030,6611455,0
Gujarat,VALSAD,0,4,Elephant,1,0,54.0,3,6,15359,1671030,2650000,0
Uttar Pradesh,VARANASI,1,1,Lotus,1,0,68.0,1,2,674664,1856791,25136119,0
Uttar Pradesh,VARANASI,0,12,Bicycle,2,0,47.0,1,4,195159,1856791,12600000,788131
Uttar Pradesh,VARANASI,0,3,Hand,1,8,49.0,1,4,152548,1856791,13970015,0
Madhya Pradesh,VIDISHA,1,1,Lotus,1,0,65.0,1,1,853022,1741604,30032282,3332012
Madhya Pradesh,VIDISHA,0,3,Hand,1,0,43.0,1,2,349938,1741604,130523815,1677179
Madhya Pradesh,VIDISHA,0,4,Elephant,2,0,51.0,2,4,14409,1741604,40124085,0
Andhra Pradesh,VIJAYAWADA,1,14,Bicycle,1,0,53.0,1,6,575498,1652994,808152415,512332955
Andhra Pradesh,VIJAYAWADA,0,13,Ceiling Fan,1,1,48.0,1,2,566772,1652994,3477616326,209577562
Andhra Pradesh,VIJAYAWADA,0,15,Glass Tumbler,1,0,66.0,1,2,81650,1652994,33169811,137447
Andhra Pradesh,VIJAYAWADA,0,1,Lotus,1,0,48.0,1,8,18504,1652994,1369017847,4262122
Andhra Pradesh,VIJAYAWADA,0,3,Hand,1,1,58.0,1,8,16261,1652994,19342702,6788257
Tamil Nadu,VILUPPURAM,1,25,Rising Sun,1,0,58.0,2,3,559585,1444335,6509860,1369031
Tamil Nadu,VILUPPURAM,0,26,Mango,1,0,66.0,2,4,431517,1444335,1925000,0
Tamil Nadu,VILUPPURAM,0,18,Gift Pack,1,0,55.0,2,7,58019,1444335,7953000,2150000
Tamil Nadu,VILUPPURAM,0,27,Ganna Kisan,2,1,30.0,2,2,24609,1444335,1353000,800000
Tamil Nadu,VILUPPURAM,0,28,Battery Torch,1,1,48.0,2,2,17891,1444335,122000,0
Tamil Nadu,VILUPPURAM,0,18,Jackfruit,1,0,64.0,2,10,12781,1444335,330000,0
Tamil Nadu,VIRUDHUNAGAR,1,3,Hand,1,1,44.0,1,8,470883,1484256,17292470,4953498
Tamil Nadu,VIRUDHUNAGAR,0,59,Nagara,1,3,47.0,1,6,316329,1484256,12671316,338783
Tamil Nadu,VIRUDHUNAGAR,0,18,Gift Pack,1,0,45.0,1,1,107615,1484256,35254454,7836152
Tamil Nadu,VIRUDHUNAGAR,0,28,Battery Torch,1,0,41.0,1,12,57129,1484256,0,0
Tamil Nadu,VIRUDHUNAGAR,0,27,Ganna Kisan,1,0,36.0,1,8,53040,1484256,15835879,0
Andhra Pradesh,VISAKHAPATNAM,1,13,Ceiling Fan,1,1,52.0,1,6,436906,1829300,2023905124,160030959
Andhra Pradesh,VISAKHAPATNAM,0,14,Bicycle,1,0,29.0,1,2,432492,1829300,2325373550,9591144
Andhra Pradesh,VISAKHAPATNAM,0,15,Glass Tumbler,1,0,53.0,1,2,288874,1829300,86465496,0
Andhra Pradesh,VISAKHAPATNAM,0,1,Lotus,2,0,58.0,1,4,33892,1829300,324038450,34949036
Andhra Pradesh,VISAKHAPATNAM,0,3,Hand,2,0,48.0,1,2,14633,1829300,117936000,0
Andhra Pradesh,VIZIANAGARAM,1,13,Ceiling Fan,1,4,57.0,1,8,578418,1503980,21035766,11130148
Andhra Pradesh,VIZIANAGARAM,0,14,Bicycle,1,0,67.0,1,1,530382,1503980,183534582,0
Andhra Pradesh,VIZIANAGARAM,0,15,Glass Tumbler,1,0,39.0,1,6,34192,1503980,13428596,0
Andhra Pradesh,VIZIANAGARAM,0,3,Hand,1,0,52.0,1,2,15725,1503980,47214000,3088876
Telangana,WARANGAL,1,2,Car,1,0,51.0,2,4,612498,1666770,24889712,1428227
Telangana,WARANGAL,0,3,Hand,1,0,56.0,2,4,262200,1666770,12211566,5552696
Telangana,WARANGAL,0,1,Lotus,1,0,65.0,2,1,83777,1666770,2503100,660000
Telangana,WARANGAL,0,131,CHAPATI ROLLER,2,1,45.0,2,4,29183,1666770,1665000,300000
Telangana,WARANGAL,0,18,Road Roller,1,0,37.0,2,2,14033,1666770,650000,0
Maharashtra,WARDHA,1,1,Lotus,1,0,65.0,1,6,578364,1743283,65807822,8961387
Maharashtra,WARDHA,0,3,Hand,2,0,53.0,1,8,391173,1743283,136123032,0
Maharashtra,WARDHA,0,6,Whistle,1,1,63.0,1,2,36452,1743283,97629000,0
Maharashtra,WARDHA,0,4,Elephant,1,1,37.0,1,2,36423,1743283,135149000,2098380
Kerala,WAYANAD,1,3,Hand,1,5,48.0,1,2,706367,1359679,158877063,7201904
Kerala,WAYANAD,0,8,Ears of Corn And Sickle,1,0,50.0,1,2,274597,1359679,13815960,0
Kerala,WAYANAD,0,9,Pot,1,0,50.0,1,12,78816,1359679,0,0
NCT OF Delhi,WEST DELHI,1,1,Lotus,1,0,41.0,1,2,865648,2371644,155195014,40097329
NCT OF Delhi,WEST DELHI,0,3,Hand,1,3,64.0,1,1,287162,2371644,450721618,2814393
NCT OF Delhi,WEST DELHI,0,20,Broom,1,0,47.0,1,8,251873,2371644,32894288,4161197
Maharashtra,YAVATMAL-WASHIM,1,19,Bow and Arrow,2,3,46.0,1,4,542098,1916185,96873189,7396250
Maharashtra,YAVATMAL-WASHIM,0,3,Hand,1,0,64.0,1,1,424159,1916185,30303524,1292750
Maharashtra,YAVATMAL-WASHIM,0,6,Cup & Saucer,1,0,37.0,1,8,94228,1916185,46866958,65847040
Maharashtra,YAVATMAL-WASHIM,0,18,Tractor Chalata Kisan,1,0,64.0,1,2,24499,1916185,187301769,417919
Maharashtra,YAVATMAL-WASHIM,0,132,Whistle,2,0,28.0,1,6,20620,1916185,1168500,9000
Maharashtra,YAVATMAL-WASHIM,0,18,SHIP,1,0,43.0,1,2,14686,1916185,4890000,1020000
Telangana,ZAHIRABAD,1,2,Car,1,18,63.0,1,4,434244,1498666,1287851556,11535000
Telangana,ZAHIRABAD,0,3,Hand,1,0,49.0,1,2,428015,1498666,903663001,0
Telangana,ZAHIRABAD,0,1,Lotus,1,3,47.0,1,1,138947,1498666,58577327,5250000
